name,mgmt_ip,device_type,vendor,model,credential_profile,port
SH-MH-602-L11U18-H3CS9825-G0-A05014,10.252.81.150,switch,h3c,S9825,default,22
SH-MH-602-L11U13-H3CS9825-G0-A06014,10.252.81.151,switch,h3c,S9825,default,22
SH-MH-602-L11U8-H3CS9825-G0-A07014,10.252.81.152,switch,h3c,S9825,default,22
SH-MH-602-L11U3-H3CS9825-G0-A08014,10.252.81.153,switch,h3c,S9825,default,22
SH-MH-602-C09U18-H3CS9825-G0-A01015,10.252.81.154,switch,h3c,S9825,default,22
SH-MH-602-C09U13-H3CS9825-G0-A02015,10.252.81.155,switch,h3c,S9825,default,22
SH-MH-602-C09U8-H3CS9825-G0-A03015,10.252.81.156,switch,h3c,S9825,default,22
SH-MH-602-C09U3-H3CS9825-G0-A04015,10.252.81.157,switch,h3c,S9825,default,22
SH-MH-602-K09U18-H3CS9825-G0-A05015,10.252.81.158,switch,h3c,S9825,default,22
SH-MH-602-K09U13-H3CS9825-G0-A06015,10.252.81.159,switch,h3c,S9825,default,22
SH-MH-602-K09U8-H3CS9825-G0-A07015,10.252.81.160,switch,h3c,S9825,default,22
SH-MH-602-K09U3-H3CS9825-G0-A08015,10.252.81.161,switch,h3c,S9825,default,22
SH-MH-602-C09U38-H3CS9825-G0-A01016,10.252.81.162,switch,h3c,S9825,default,22
SH-MH-602-C09U33-H3CS9825-G0-A02016,10.252.81.163,switch,h3c,S9825,default,22
SH-MH-602-C09U28-H3CS9825-G0-A03016,10.252.81.164,switch,h3c,S9825,default,22
SH-MH-602-C09U23-H3CS9825-G0-A04016,10.252.81.165,switch,h3c,S9825,default,22
SH-MH-602-K09U38-H3CS9825-G0-A05016,10.252.81.166,switch,h3c,S9825,default,22
SH-MH-602-K09U33-H3CS9825-G0-A06016,10.252.81.167,switch,h3c,S9825,default,22
SH-MH-602-K09U28-H3CS9825-G0-A07016,10.252.81.168,switch,h3c,S9825,default,22
SH-MH-602-K09U23-H3CS9825-G0-A08016,10.252.81.169,switch,h3c,S9825,default,22
SH-MH-401-D09U38-H3CS9825-GL0-09105,10.252.81.170,switch,h3c,S9825,default,22
SH-MH-602-G11U23-H3CS9825-GL0-09106,10.252.81.171,switch,h3c,S9825,default,22
SH-MH-602-F09U23-H3CS9825-GL0-09107,10.252.81.172,switch,h3c,S9825,default,22
SH-MH-602-D11U23-H3CS9825-GL0-09108,10.252.81.173,switch,h3c,S9825,default,22
SH-MH-103-C13U3-H3CS9825-GL0-09109,10.252.240.130,switch,h3c,S9825,default,22
SH-MH-103-H30U3-H3CS9825-GL0-09110,10.252.240.131,switch,h3c,S9825,default,22
SH-MH-103-C13U8-H3CS9825-GL0-09111,10.252.240.132,switch,h3c,S9825,default,22
SH-MH-103-H30U8-H3CS9825-GL0-09112,10.252.240.133,switch,h3c,S9825,default,22
SH-MH-103-C13U13-H3CS9825-GL0-09113,10.252.240.134,switch,h3c,S9825,default,22
SH-MH-103-H30U13-H3CS9825-GL0-09114,10.252.240.135,switch,h3c,S9825,default,22
SH-MH-104-C14U3-H3CS9825-GL0-09115,10.252.240.136,switch,h3c,S9825,default,22
SH-MH-104-G30U3-H3CS9825-GL0-09116,10.252.240.137,switch,h3c,S9825,default,22
SH-MH-104-C14U8-H3CS9825-GL0-09117,10.252.240.138,switch,h3c,S9825,default,22
SH-MH-104-G30U8-H3CS9825-GL0-09118,10.252.240.139,switch,h3c,S9825,default,22
SH-MH-104-C14U13-H3CS9825-GL0-09119,10.252.240.140,switch,h3c,S9825,default,22
SH-MH-104-G30U13-H3CS9825-GL0-09120,10.252.240.141,switch,h3c,S9825,default,22
SH-MH-402-F09U21-H3CS9825-GL0-09121,10.252.240.142,switch,h3c,S9825,default,22
SH-MH-402-K09U21-H3CS9825-GL0-09122,10.252.240.143,switch,h3c,S9825,default,22
SH-MH-601-A03U4-H3CS9825-EXT1-16001,10.252.81.81,switch,h3c,S9825,default,22
SH-MH-601-H08U4-H3CS9825-EXT1-16002,10.252.81.82,switch,h3c,S9825,default,22
SH-MH-101-B24U7-H3CS9825-GL0-09229,10.254.128.76,switch,h3c,S9825,default,22
SH-MH-101-B24U12-H3CS9825-GL0-09230,10.254.128.77,switch,h3c,S9825,default,22
SH-MH-101-B07U7-H3CS9825-GL0-09231,10.254.128.78,switch,h3c,S9825,default,22
SH-MH-101-B07U12-H3CS9825-GL0-09232,10.254.128.79,switch,h3c,S9825,default,22
SH-MH-102-D01U7-H3CS9825-GL0-09233,10.254.128.80,switch,h3c,S9825,default,22
SH-MH-102-D01U12-H3CS9825-GL0-09234,10.254.128.81,switch,h3c,S9825,default,22
SH-MH-102-D01U17-H3CS9825-GL0-09235,10.254.128.82,switch,h3c,S9825,default,22
SH-MH-102-D01U22-H3CS9825-GL0-09236,10.254.128.83,switch,h3c,S9825,default,22
SH-MH-102-D01U27-H3CS9825-GL0-09237,10.254.128.84,switch,h3c,S9825,default,22
SH-MH-102-D01U32-H3CS9825-GL0-09238,10.254.128.85,switch,h3c,S9825,default,22
SH-MH-102-G28U23-H3CS9825-GL0-09239,10.254.128.86,switch,h3c,S9825,default,22
SH-MH-102-F01U23-H3CS9825-GL0-09240,10.254.128.87,switch,h3c,S9825,default,22
SH-MH-202-D01U7-H3CS9825-GL0-09241,10.254.128.88,switch,h3c,S9825,default,22
SH-MH-202-D01U12-H3CS9825-GL0-09242,10.254.128.89,switch,h3c,S9825,default,22
SH-MH-202-D01U17-H3CS9825-GL0-09243,10.254.128.90,switch,h3c,S9825,default,22
SH-MH-202-D01U22-H3CS9825-GL0-09244,10.254.128.91,switch,h3c,S9825,default,22
SH-MH-202-D01U27-H3CS9825-GL0-09245,10.254.128.92,switch,h3c,S9825,default,22
SH-MH-202-D01U32-H3CS9825-GL0-09246,10.254.128.93,switch,h3c,S9825,default,22
SH-MH-202-G28U23-H3CS9825-GL0-09247,10.254.128.94,switch,h3c,S9825,default,22
SH-MH-202-F01U23-H3CS9825-GL0-09248,10.254.128.95,switch,h3c,S9825,default,22
SH-MH-301-B24U7-H3CS9825-GL0-09249,10.254.128.96,switch,h3c,S9825,default,22
SH-MH-301-B24U12-H3CS9825-GL0-09250,10.254.128.97,switch,h3c,S9825,default,22
SH-MH-301-B07U7-H3CS9825-GL0-09251,10.254.128.98,switch,h3c,S9825,default,22
SH-MH-301-B07U12-H3CS9825-GL0-09252,10.254.128.99,switch,h3c,S9825,default,22
SH-MH-302-D01U7-H3CS9825-GL0-09253,10.254.128.100,switch,h3c,S9825,default,22
SH-MH-302-D01U12-H3CS9825-GL0-09254,10.254.128.101,switch,h3c,S9825,default,22
SH-MH-302-D01U17-H3CS9825-GL0-09255,10.254.128.102,switch,h3c,S9825,default,22
SH-MH-302-D01U22-H3CS9825-GL0-09256,10.254.128.103,switch,h3c,S9825,default,22
SH-MH-302-D01U27-H3CS9825-GL0-09257,10.254.128.104,switch,h3c,S9825,default,22
SH-MH-302-D01U32-H3CS9825-GL0-09258,10.254.128.105,switch,h3c,S9825,default,22
SH-MH-302-G28U2-H3CS9825-GL0-09259,10.254.128.106,switch,h3c,S9825,default,22
SH-MH-302-F01U2-H3CS9825-GL0-09260,10.254.128.107,switch,h3c,S9825,default,22
SH-MH-601-A05U43-H3CS9825-ML2-01001,10.252.81.40,switch,h3c,S9825,default,22
SH-MH-601-H04U43-H3CS9825-ML2-01002,10.252.81.41,switch,h3c,S9825,default,22
SH-MH-201-D13U17-H3CS9825-L2-02001,10.254.128.172,switch,h3c,S9825,default,22
SH-MH-201-A02U17-H3CS9825-L2-02002,10.254.128.173,switch,h3c,S9825,default,22
SH-MH-201-D14U17-H3CS9825-L2-02003,10.254.128.174,switch,h3c,S9825,default,22
SH-MH-201-A01U17-H3CS9825-L2-02004,10.254.128.175,switch,h3c,S9825,default,22
SH-MH-201-D16U17-H3CS9825-L2-02005,10.254.128.176,switch,h3c,S9825,default,22
SH-MH-201-A29U17-H3CS9825-L2-02006,10.254.128.177,switch,h3c,S9825,default,22
SH-MH-201-D15U17-H3CS9825-L2-02007,10.254.128.178,switch,h3c,S9825,default,22
SH-MH-201-A30U17-H3CS9825-L2-02008,10.254.128.179,switch,h3c,S9825,default,22
SH-MH-201-E13U17-H3CS9825-L2-02009,10.254.128.180,switch,h3c,S9825,default,22
SH-MH-201-B02U17-H3CS9825-L2-02010,10.254.128.181,switch,h3c,S9825,default,22
SH-MH-201-E14U17-H3CS9825-L2-02011,10.254.128.182,switch,h3c,S9825,default,22
SH-MH-201-B01U17-H3CS9825-L2-02012,10.254.128.183,switch,h3c,S9825,default,22
SH-MH-201-E16U17-H3CS9825-L2-02013,10.254.128.184,switch,h3c,S9825,default,22
SH-MH-201-B29U17-H3CS9825-L2-02014,10.254.128.185,switch,h3c,S9825,default,22
SH-MH-201-E15U17-H3CS9825-L2-02015,10.254.128.186,switch,h3c,S9825,default,22
SH-MH-201-B30U17-H3CS9825-L2-02016,10.254.128.187,switch,h3c,S9825,default,22
SH-MH-201-D13U22-H3CS9825-L2-03001,10.254.128.188,switch,h3c,S9825,default,22
SH-MH-201-A02U22-H3CS9825-L2-03002,10.254.128.189,switch,h3c,S9825,default,22
SH-MH-201-D14U22-H3CS9825-L2-03003,10.254.128.190,switch,h3c,S9825,default,22
SH-MH-201-A01U22-H3CS9825-L2-03004,10.254.128.191,switch,h3c,S9825,default,22
SH-MH-201-D16U22-H3CS9825-L2-03005,10.254.128.192,switch,h3c,S9825,default,22
SH-MH-201-A29U22-H3CS9825-L2-03006,10.254.128.193,switch,h3c,S9825,default,22
SH-MH-201-D15U22-H3CS9825-L2-03007,10.254.128.194,switch,h3c,S9825,default,22
SH-MH-201-A30U22-H3CS9825-L2-03008,10.254.128.195,switch,h3c,S9825,default,22
SH-MH-201-E13U22-H3CS9825-L2-03009,10.254.128.196,switch,h3c,S9825,default,22
SH-MH-201-B02U22-H3CS9825-L2-03010,10.254.128.197,switch,h3c,S9825,default,22
SH-MH-201-E14U22-H3CS9825-L2-03011,10.254.128.198,switch,h3c,S9825,default,22
SH-MH-201-B01U22-H3CS9825-L2-03012,10.254.128.199,switch,h3c,S9825,default,22
SH-MH-201-E16U22-H3CS9825-L2-03013,10.254.128.200,switch,h3c,S9825,default,22
SH-MH-201-B29U22-H3CS9825-L2-03014,10.254.128.201,switch,h3c,S9825,default,22
SH-MH-201-E15U22-H3CS9825-L2-03015,10.254.128.202,switch,h3c,S9825,default,22
SH-MH-201-B30U22-H3CS9825-L2-03016,10.254.128.203,switch,h3c,S9825,default,22
SH-MH-201-D13U27-H3CS9825-L2-04001,10.254.128.204,switch,h3c,S9825,default,22
SH-MH-201-A02U27-H3CS9825-L2-04002,10.254.128.205,switch,h3c,S9825,default,22
SH-MH-201-D14U27-H3CS9825-L2-04003,10.254.128.206,switch,h3c,S9825,default,22
SH-MH-201-A01U27-H3CS9825-L2-04004,10.254.128.207,switch,h3c,S9825,default,22
SH-MH-201-D16U27-H3CS9825-L2-04005,10.254.128.208,switch,h3c,S9825,default,22
SH-MH-201-A29U27-H3CS9825-L2-04006,10.254.128.209,switch,h3c,S9825,default,22
SH-MH-201-D15U27-H3CS9825-L2-04007,10.254.128.210,switch,h3c,S9825,default,22
SH-MH-201-A30U27-H3CS9825-L2-04008,10.254.128.211,switch,h3c,S9825,default,22
SH-MH-201-E13U27-H3CS9825-L2-04009,10.254.128.212,switch,h3c,S9825,default,22
SH-MH-201-B02U27-H3CS9825-L2-04010,10.254.128.213,switch,h3c,S9825,default,22
SH-MH-201-E14U27-H3CS9825-L2-04011,10.254.128.214,switch,h3c,S9825,default,22
SH-MH-201-B01U27-H3CS9825-L2-04012,10.254.128.215,switch,h3c,S9825,default,22
SH-MH-201-E16U27-H3CS9825-L2-04013,10.254.128.216,switch,h3c,S9825,default,22
SH-MH-201-B29U27-H3CS9825-L2-04014,10.254.128.217,switch,h3c,S9825,default,22
SH-MH-201-E15U27-H3CS9825-L2-04015,10.254.128.218,switch,h3c,S9825,default,22
SH-MH-201-B30U27-H3CS9825-L2-04016,10.254.128.219,switch,h3c,S9825,default,22
SH-MH-201-D13U32-H3CS9825-L2-05001,10.254.128.220,switch,h3c,S9825,default,22
SH-MH-201-A02U32-H3CS9825-L2-05002,10.254.128.221,switch,h3c,S9825,default,22
SH-MH-201-D14U32-H3CS9825-L2-05003,10.254.128.222,switch,h3c,S9825,default,22
SH-MH-201-A01U32-H3CS9825-L2-05004,10.254.128.223,switch,h3c,S9825,default,22
SH-MH-201-D16U32-H3CS9825-L2-05005,10.254.128.224,switch,h3c,S9825,default,22
SH-MH-201-A29U32-H3CS9825-L2-05006,10.254.128.225,switch,h3c,S9825,default,22
SH-MH-201-D15U32-H3CS9825-L2-05007,10.254.128.226,switch,h3c,S9825,default,22
SH-MH-201-A30U32-H3CS9825-L2-05008,10.254.128.227,switch,h3c,S9825,default,22
SH-MH-201-E13U32-H3CS9825-L2-05009,10.254.128.228,switch,h3c,S9825,default,22
SH-MH-201-B02U32-H3CS9825-L2-05010,10.254.128.229,switch,h3c,S9825,default,22
SH-MH-201-E14U32-H3CS9825-L2-05011,10.254.128.230,switch,h3c,S9825,default,22
SH-MH-201-B01U32-H3CS9825-L2-05012,10.254.128.231,switch,h3c,S9825,default,22
SH-MH-201-E16U32-H3CS9825-L2-05013,10.254.128.232,switch,h3c,S9825,default,22
SH-MH-201-B29U32-H3CS9825-L2-05014,10.254.128.233,switch,h3c,S9825,default,22
SH-MH-201-E15U32-H3CS9825-L2-05015,10.254.128.234,switch,h3c,S9825,default,22
SH-MH-201-B30U32-H3CS9825-L2-05016,10.254.128.235,switch,h3c,S9825,default,22
SH-MH-201-D13U7-H3CS9825-L3-01001,10.254.128.236,switch,h3c,S9825,default,22
SH-MH-201-D13U12-H3CS9825-L3-01002,10.254.128.237,switch,h3c,S9825,default,22
SH-MH-201-A02U7-H3CS9825-L3-01003,10.254.128.238,switch,h3c,S9825,default,22
SH-MH-201-A02U12-H3CS9825-L3-01004,10.254.128.239,switch,h3c,S9825,default,22
SH-MH-201-D14U7-H3CS9825-L3-02001,10.254.128.240,switch,h3c,S9825,default,22
SH-MH-201-D14U12-H3CS9825-L3-02002,10.254.128.241,switch,h3c,S9825,default,22
SH-MH-201-A01U7-H3CS9825-L3-02003,10.254.128.242,switch,h3c,S9825,default,22
SH-MH-201-A01U12-H3CS9825-L3-02004,10.254.128.243,switch,h3c,S9825,default,22
SH-MH-201-D16U7-H3CS9825-L3-03001,10.254.128.244,switch,h3c,S9825,default,22
SH-MH-201-D16U12-H3CS9825-L3-03002,10.254.128.245,switch,h3c,S9825,default,22
SH-MH-201-A29U7-H3CS9825-L3-03003,10.254.128.246,switch,h3c,S9825,default,22
SH-MH-201-A29U12-H3CS9825-L3-03004,10.254.128.247,switch,h3c,S9825,default,22
SH-MH-201-D15U7-H3CS9825-L3-04001,10.254.128.248,switch,h3c,S9825,default,22
SH-MH-201-D15U12-H3CS9825-L3-04002,10.254.128.249,switch,h3c,S9825,default,22
SH-MH-201-A30U7-H3CS9825-L3-04003,10.254.128.250,switch,h3c,S9825,default,22
SH-MH-201-A30U12-H3CS9825-L3-04004,10.254.128.251,switch,h3c,S9825,default,22
SH-MH-201-E13U7-H3CS9825-L3-05001,10.254.128.252,switch,h3c,S9825,default,22
SH-MH-201-E13U12-H3CS9825-L3-05002,10.254.128.253,switch,h3c,S9825,default,22
SH-MH-201-B02U7-H3CS9825-L3-05003,10.254.128.254,switch,h3c,S9825,default,22
SH-MH-201-B02U12-H3CS9825-L3-05004,10.254.128.255,switch,h3c,S9825,default,22
SH-MH-201-E14U7-H3CS9825-L3-06001,10.254.129.1,switch,h3c,S9825,default,22
SH-MH-201-E14U12-H3CS9825-L3-06002,10.254.129.2,switch,h3c,S9825,default,22
SH-MH-201-B01U7-H3CS9825-L3-06003,10.254.129.3,switch,h3c,S9825,default,22
SH-MH-201-B01U12-H3CS9825-L3-06004,10.254.129.4,switch,h3c,S9825,default,22
SH-MH-201-E16U7-H3CS9825-L3-07001,10.254.129.5,switch,h3c,S9825,default,22
SH-MH-201-E16U12-H3CS9825-L3-07002,10.254.129.6,switch,h3c,S9825,default,22
SH-MH-201-B29U7-H3CS9825-L3-07003,10.254.129.7,switch,h3c,S9825,default,22
SH-MH-201-B29U12-H3CS9825-L3-07004,10.254.129.8,switch,h3c,S9825,default,22
SH-MH-201-E15U7-H3CS9825-L3-08001,10.254.129.9,switch,h3c,S9825,default,22
SH-MH-201-E15U12-H3CS9825-L3-08002,10.254.129.10,switch,h3c,S9825,default,22
SH-MH-201-B30U7-H3CS9825-L3-08003,10.254.129.11,switch,h3c,S9825,default,22
SH-MH-201-B30U12-H3CS9825-L3-08004,10.254.129.12,switch,h3c,S9825,default,22
SH-MH-601-D04U40-H3CS9825-S0-All-10205,10.254.136.4,switch,h3c,S9825,default,22
SH-MH-601-D07U39-H3CS9825-S0-All-10206,10.254.136.5,switch,h3c,S9825,default,22
SH-MH-601-E02U39-H3CS9825-S0-All-10207,10.254.136.6,switch,h3c,S9825,default,22
SH-MH-601-E10U40-H3CS9825-S0-All-10208,10.254.136.7,switch,h3c,S9825,default,22
SH-MH-601-F04U40-H3CS9825-S0-All-10209,10.254.136.8,switch,h3c,S9825,default,22
SH-MH-601-F08U40-H3CS9825-S0-All-10210,10.254.136.9,switch,h3c,S9825,default,22
SH-MH-601-F10U40-H3CS9825-S0-All-10211,10.254.136.10,switch,h3c,S9825,default,22
SH-MH-601-F11U40-H3CS9825-S0-All-10212,10.254.136.11,switch,h3c,S9825,default,22
SH-MH-301-B11U39-H3CS9825-S0-All-10213,10.254.136.93,switch,h3c,S9825,default,22
SH-MH-301-B15U39-H3CS9825-S0-All-10214,10.254.136.94,switch,h3c,S9825,default,22
SH-MH-301-B29U39-H3CS9825-S0-All-10215,10.254.136.95,switch,h3c,S9825,default,22
SH-MH-301-B30U39-H3CS9825-S0-All-10216,10.254.136.96,switch,h3c,S9825,default,22
SH-MH-301-B21U39-H3CS9825-S0-All-10217,10.254.136.97,switch,h3c,S9825,default,22
SH-MH-301-B22U39-H3CS9825-S0-All-10218,10.254.136.98,switch,h3c,S9825,default,22
SH-MH-603-H07U39-H3CS9825-S0-All-10219,10.254.136.99,switch,h3c,S9825,default,22
SH-MH-603-H08U39-H3CS9825-S0-All-10220,10.254.136.100,switch,h3c,S9825,default,22
SH-MH-603-H19U39-H3CS9825-S0-All-10221,10.254.136.101,switch,h3c,S9825,default,22
SH-MH-603-H20U39-H3CS9825-S0-All-10222,10.254.136.102,switch,h3c,S9825,default,22
SH-MH-603-H23U39-H3CS9825-S0-All-10223,10.254.136.103,switch,h3c,S9825,default,22
SH-MH-603-H24U39-H3CS9825-S0-All-10224,10.254.136.104,switch,h3c,S9825,default,22
SH-MH-603-H26U39-H3CS9825-S0-All-10225,10.254.136.105,switch,h3c,S9825,default,22
SH-MH-603-H27U39-H3CS9825-S0-All-10226,10.254.136.106,switch,h3c,S9825,default,22
SH-MH-603-H29U39-H3CS9825-S0-All-10227,10.254.136.231,switch,h3c,S9825,default,22
SH-MH-603-H30U39-H3CS9825-S0-All-10228,10.254.136.232,switch,h3c,S9825,default,22
SH-MH-604-C05U39-H3CS9825-S0-All-10229,10.254.137.10,switch,h3c,S9825,default,22
SH-MH-604-C06U39-H3CS9825-S0-All-10230,10.254.137.11,switch,h3c,S9825,default,22
SH-MH-604-C08U39-H3CS9825-S0-All-10231,10.254.137.12,switch,h3c,S9825,default,22
SH-MH-604-C09U39-H3CS9825-S0-All-10232,10.254.137.13,switch,h3c,S9825,default,22
SH-MH-604-C13U39-H3CS9825-S0-All-10233,10.254.137.14,switch,h3c,S9825,default,22
SH-MH-604-C14U39-H3CS9825-S0-All-10234,10.254.137.15,switch,h3c,S9825,default,22
SH-MH-604-C15U39-H3CS9825-S0-All-10235,10.254.137.16,switch,h3c,S9825,default,22
SH-MH-604-C16U39-H3CS9825-S0-All-10236,10.254.137.17,switch,h3c,S9825,default,22
SH-MH-604-C21U39-H3CS9825-S0-All-10237,10.254.137.18,switch,h3c,S9825,default,22
SH-MH-604-C22U39-H3CS9825-S0-All-10238,10.254.137.19,switch,h3c,S9825,default,22
SH-MH-501-B08U40-H3CS9825-S0-Hybrid-10103,10.254.136.12,switch,h3c,S9825,default,22
SH-MH-501-I04U40-H3CS9825-S0-Hybrid-10104,10.254.136.13,switch,h3c,S9825,default,22
SH-MH-501-E07U40-H3CS9825-S0-Hybrid-10105,10.254.136.14,switch,h3c,S9825,default,22
SH-MH-501-E10U40-H3CS9825-S0-Hybrid-10106,10.254.136.15,switch,h3c,S9825,default,22
SH-MH-501-G10U40-H3CS9825-S0-Hybrid-10107,10.254.136.16,switch,h3c,S9825,default,22
SH-MH-501-N09U40-H3CS9825-S0-Hybrid-10108,10.254.136.17,switch,h3c,S9825,default,22
SH-MH-101-A01U40-H3CS9825-S0-Hybrid-10109,10.254.136.107,switch,h3c,S9825,default,22
SH-MH-101-A02U40-H3CS9825-S0-Hybrid-10110,10.254.136.108,switch,h3c,S9825,default,22
SH-MH-101-B05U41-H3CS9825-S0-Hybrid-10111,10.254.136.109,switch,h3c,S9825,default,22
SH-MH-101-B06U41-H3CS9825-S0-Hybrid-10112,10.254.136.110,switch,h3c,S9825,default,22
SH-MH-604-D04U39-H3CS9825-S0-Hybrid-10113,10.254.136.111,switch,h3c,S9825,default,22
SH-MH-604-D05U39-H3CS9825-S0-Hybrid-10114,10.254.136.112,switch,h3c,S9825,default,22
SH-MH-604-D07U39-H3CS9825-S0-Hybrid-10115,10.254.136.113,switch,h3c,S9825,default,22
SH-MH-604-D08U39-H3CS9825-S0-Hybrid-10116,10.254.136.114,switch,h3c,S9825,default,22
SH-MH-604-D10U39-H3CS9825-S0-Hybrid-10117,10.254.136.115,switch,h3c,S9825,default,22
SH-MH-604-D11U39-H3CS9825-S0-Hybrid-10118,10.254.136.116,switch,h3c,S9825,default,22
SH-MH-604-D12U39-H3CS9825-S0-Hybrid-10119,10.254.136.233,switch,h3c,S9825,default,22
SH-MH-604-D13U39-H3CS9825-S0-Hybrid-10120,10.254.136.234,switch,h3c,S9825,default,22
SH-MH-603-C12U40-H3CS9825-GL0-09423,10.252.240.244,switch,h3c,S9825,default,22
SH-MH-603-C13U40-H3CS9825-GL0-09424,10.252.240.245,switch,h3c,S9825,default,22
SH-MH-603-H01U40-H3CS9825-GL0-09425,10.252.240.246,switch,h3c,S9825,default,22
SH-MH-604-B13U40-H3CS9825-GL0-09426,10.252.240.247,switch,h3c,S9825,default,22
SH-MH-604-F30U40-H3CS9825-GL0-09427,10.252.240.248,switch,h3c,S9825,default,22
SH-MH-201-C14U25-H3CS9825-GL0-09428,10.252.241.27,switch,h3c,S9825,default,22
SH-MH-301-B24U23-H3CS9825-beijian-2,10.254.137.38,switch,h3c,S9825,default,22
